waypoint1	waypoint2	distance_m	duration_s
Marina Beach, Chennai, Tamil Nadu, India	Palace Of Maharana Pratap, Udaipur, Rajasthan, India	2083099	119083
Sabarmati Ashram, Ahmedabad, Gujarat, India	Palace Of Maharana Pratap, Udaipur, Rajasthan, India	254661	15790
Solang Valley, Burwa, Himachal Pradesh, India	Palace Of Maharana Pratap, Udaipur, Rajasthan, India	1218602	80869
Golden Temple, Amritsar, Punjab, India	India Backwaters, Kochi, Kerala, India	3146162	181611
Ajanta Caves, Aurangabad, Maharashtra, India	India Backwaters, Kochi, Kerala, India	1687404	101037
India Backwaters, Kochi, Kerala, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1547085	88545
India Backwaters, Kochi, Kerala, India	Virupaksha Temple, Hampi, Karnataka, India	912130	58176
India Backwaters, Kochi, Kerala, India	Palolem Beach, Goa, India	729416	64059
India Backwaters, Kochi, Kerala, India	Kanha National Park, Madhya Pradesh, India	1892519	112009
India Backwaters, Kochi, Kerala, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	2371063	152637
India Backwaters, Kochi, Kerala, India	Dal Lake, Rainawari, Srinagar	3503843	207375
India Backwaters, Kochi, Kerala, India	Jog Falls, Karnataka, India	617922	56795
India Backwaters, Kochi, Kerala, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	2560635	153376
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	India Backwaters, Kochi, Kerala, India	1548130	88828
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	India Backwaters, Kochi, Kerala, India	2689364	155102
Charminar, Hyderabad, Telangana, India	India Backwaters, Kochi, Kerala, India	1112003	66514
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	India Backwaters, Kochi, Kerala, India	301294	28271
India Backwaters, Kochi, Kerala, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2884473	194680
India Backwaters, Kochi, Kerala, India	Kaziranga National Park, Kanchanjuri, Assam, India	3478608	230170
India Backwaters, Kochi, Kerala, India	Konark Sun Temple, Konark, Odisha, India	1884018	120497
Marina Beach, Chennai, Tamil Nadu, India	India Backwaters, Kochi, Kerala, India	689263	44423
India Backwaters, Kochi, Kerala, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	2055888	117704
India Backwaters, Kochi, Kerala, India	Solang Valley, Burwa, Himachal Pradesh, India	3245052	199440
Ajanta Caves, Aurangabad, Maharashtra, India	Golden Temple, Amritsar, Punjab, India	1552375	96933
Golden Temple, Amritsar, Punjab, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1747121	104667
Golden Temple, Amritsar, Punjab, India	Virupaksha Temple, Hampi, Karnataka, India	2203505	139718
Golden Temple, Amritsar, Punjab, India	Palolem Beach, Goa, India	2238335	142070
Golden Temple, Amritsar, Punjab, India	Kanha National Park, Madhya Pradesh, India	1452101	83564
Golden Temple, Amritsar, Punjab, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1265463	69396
Golden Temple, Amritsar, Punjab, India	Dal Lake, Rainawari, Srinagar	433354	32022
Golden Temple, Amritsar, Punjab, India	Jog Falls, Karnataka, India	2349499	145743
Golden Temple, Amritsar, Punjab, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	720937	40897
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Golden Temple, Amritsar, Punjab, India	1738592	104649
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Golden Temple, Amritsar, Punjab, India	457220	26672
Charminar, Hyderabad, Telangana, India	Golden Temple, Amritsar, Punjab, India	2020003	116909
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Golden Temple, Amritsar, Punjab, India	3073444	173999
Golden Temple, Amritsar, Punjab, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2024545	116663
Golden Temple, Amritsar, Punjab, India	Kaziranga National Park, Kanchanjuri, Assam, India	2618680	152153
Golden Temple, Amritsar, Punjab, India	Konark Sun Temple, Konark, Odisha, India	2188070	135606
Marina Beach, Chennai, Tamil Nadu, India	Golden Temple, Amritsar, Punjab, India	2646777	151529
Golden Temple, Amritsar, Punjab, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	1194035	72449
Golden Temple, Amritsar, Punjab, India	Solang Valley, Burwa, Himachal Pradesh, India	409318	38291
Ajanta Caves, Aurangabad, Maharashtra, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	444283	30722
Ajanta Caves, Aurangabad, Maharashtra, India	Virupaksha Temple, Hampi, Karnataka, India	743306	50620
Ajanta Caves, Aurangabad, Maharashtra, India	Palolem Beach, Goa, India	783285	53312
Ajanta Caves, Aurangabad, Maharashtra, India	Kanha National Park, Madhya Pradesh, India	664410	46080
Ajanta Caves, Aurangabad, Maharashtra, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1142119	86386
Ajanta Caves, Aurangabad, Maharashtra, India	Dal Lake, Rainawari, Srinagar	2046498	125458
Ajanta Caves, Aurangabad, Maharashtra, India	Jog Falls, Karnataka, India	894448	56984
Ajanta Caves, Aurangabad, Maharashtra, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	970637	60703
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Ajanta Caves, Aurangabad, Maharashtra, India	445328	31005
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Ajanta Caves, Aurangabad, Maharashtra, India	1228352	75936
Charminar, Hyderabad, Telangana, India	Ajanta Caves, Aurangabad, Maharashtra, India	579990	41643
Ajanta Caves, Aurangabad, Maharashtra, India	Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	1608663	94742
Ajanta Caves, Aurangabad, Maharashtra, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2165361	142131
Ajanta Caves, Aurangabad, Maharashtra, India	Kaziranga National Park, Kanchanjuri, Assam, India	2759497	177621
Ajanta Caves, Aurangabad, Maharashtra, India	Konark Sun Temple, Konark, Odisha, India	1326540	88141
Ajanta Caves, Aurangabad, Maharashtra, India	Marina Beach, Chennai, Tamil Nadu, India	1220401	76769
Ajanta Caves, Aurangabad, Maharashtra, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	574566	41342
Ajanta Caves, Aurangabad, Maharashtra, India	Solang Valley, Burwa, Himachal Pradesh, India	1787708	117523
Gateway Of India Mumbai, Mumbai, Maharashtra, India	Virupaksha Temple, Hampi, Karnataka, India	756597	46294
Gateway Of India Mumbai, Mumbai, Maharashtra, India	Palolem Beach, Goa, India	645980	41442
Kanha National Park, Madhya Pradesh, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1117758	71127
Gateway Of India Mumbai, Mumbai, Maharashtra, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1564264	99477
Dal Lake, Rainawari, Srinagar	Gateway Of India Mumbai, Mumbai, Maharashtra, India	2151934	134378
Jog Falls, Karnataka, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	757143	45114
Gateway Of India Mumbai, Mumbai, Maharashtra, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1177210	69220
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1879	560
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1434925	84453
Charminar, Hyderabad, Telangana, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	724499	47826
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1471358	82872
Gateway Of India Mumbai, Mumbai, Maharashtra, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2492716	154143
Kaziranga National Park, Kanchanjuri, Assam, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	3086851	189633
Konark Sun Temple, Konark, Odisha, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1820303	115331
Marina Beach, Chennai, Tamil Nadu, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1359579	76630
Sabarmati Ashram, Ahmedabad, Gujarat, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	556852	32886
Solang Valley, Burwa, Himachal Pradesh, India	Gateway Of India Mumbai, Mumbai, Maharashtra, India	1994280	126040
Palolem Beach, Goa, India	Virupaksha Temple, Hampi, Karnataka, India	365499	26588
Kanha National Park, Madhya Pradesh, India	Virupaksha Temple, Hampi, Karnataka, India	1152291	72573
Virupaksha Temple, Hampi, Karnataka, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1630836	113201
Dal Lake, Rainawari, Srinagar	Virupaksha Temple, Hampi, Karnataka, India	2697884	167853
Jog Falls, Karnataka, India	Virupaksha Temple, Hampi, Karnataka, India	284913	22715
Virupaksha Temple, Hampi, Karnataka, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1622023	103098
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Virupaksha Temple, Hampi, Karnataka, India	754914	46085
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Virupaksha Temple, Hampi, Karnataka, India	1949137	115666
Charminar, Hyderabad, Telangana, India	Virupaksha Temple, Hampi, Karnataka, India	371776	27078
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Virupaksha Temple, Hampi, Karnataka, India	831559	51535
Virupaksha Temple, Hampi, Karnataka, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2365786	168682
Kaziranga National Park, Kanchanjuri, Assam, India	Virupaksha Temple, Hampi, Karnataka, India	2959921	204172
Konark Sun Temple, Konark, Odisha, India	Virupaksha Temple, Hampi, Karnataka, India	1365331	94499
Marina Beach, Chennai, Tamil Nadu, India	Virupaksha Temple, Hampi, Karnataka, India	655284	44597
Sabarmati Ashram, Ahmedabad, Gujarat, India	Virupaksha Temple, Hampi, Karnataka, India	1262671	74961
Solang Valley, Burwa, Himachal Pradesh, India	Virupaksha Temple, Hampi, Karnataka, India	2439094	159919
Kanha National Park, Madhya Pradesh, India	Palolem Beach, Goa, India	1291667	94455
Palolem Beach, Goa, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	2018761	132912
Dal Lake, Rainawari, Srinagar	Palolem Beach, Goa, India	2727347	170205
Jog Falls, Karnataka, India	Palolem Beach, Goa, India	198361	15680
Palolem Beach, Goa, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1651486	105450
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Palolem Beach, Goa, India	638981	40902
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Palolem Beach, Goa, India	1909201	120683
Charminar, Hyderabad, Telangana, India	Palolem Beach, Goa, India	697947	48735
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Palolem Beach, Goa, India	1034130	61303
Palolem Beach, Goa, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2947213	187578
Kaziranga National Park, Kanchanjuri, Assam, India	Palolem Beach, Goa, India	3541348	223069
Konark Sun Temple, Konark, Odisha, India	Palolem Beach, Goa, India	1778639	115908
Marina Beach, Chennai, Tamil Nadu, India	Palolem Beach, Goa, India	922351	55061
Sabarmati Ashram, Ahmedabad, Gujarat, India	Palolem Beach, Goa, India	1146738	69777
Solang Valley, Burwa, Himachal Pradesh, India	Palolem Beach, Goa, India	2468556	162270
Kanha National Park, Madhya Pradesh, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	559054	47390
Kanha National Park, Madhya Pradesh, India	Dal Lake, Rainawari, Srinagar	1803735	110251
Kanha National Park, Madhya Pradesh, India	Jog Falls, Karnataka, India	1434966	92211
Kanha National Park, Madhya Pradesh, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	989581	60174
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Kanha National Park, Madhya Pradesh, India	1112974	71519
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Kanha National Park, Madhya Pradesh, India	989256	57979
Charminar, Hyderabad, Telangana, India	Kanha National Park, Madhya Pradesh, India	758122	48285
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Kanha National Park, Madhya Pradesh, India	1811562	105375
Kanha National Park, Madhya Pradesh, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	1341452	104515
Kanha National Park, Madhya Pradesh, India	Kaziranga National Park, Kanchanjuri, Assam, India	1935587	140005
Kanha National Park, Madhya Pradesh, India	Konark Sun Temple, Konark, Odisha, India	797720	56988
Marina Beach, Chennai, Tamil Nadu, India	Kanha National Park, Madhya Pradesh, India	1384895	82904
Kanha National Park, Madhya Pradesh, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	1015792	66681
Kanha National Park, Madhya Pradesh, India	Solang Valley, Burwa, Himachal Pradesh, India	1544944	102317
Dal Lake, Rainawari, Srinagar	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1636190	96421
Jog Falls, Karnataka, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1914963	132857
Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	860425	50586
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1566537	100667
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	821711	44148
Charminar, Hyderabad, Telangana, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1238118	88931
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	2291559	146021
Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	833760	65664
Kaziranga National Park, Kanchanjuri, Assam, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1427895	101154
Konark Sun Temple, Konark, Odisha, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	933949	68274
Marina Beach, Chennai, Tamil Nadu, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1864892	123550
Sabarmati Ashram, Ahmedabad, Gujarat, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1391921	81312
Solang Valley, Burwa, Himachal Pradesh, India	Ganges, Katesar, Varanasi, Uttar Pradesh, India	1377399	88487
Jog Falls, Karnataka, India	Dal Lake, Rainawari, Srinagar	2841936	174061
Dal Lake, Rainawari, Srinagar	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1078779	66693
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Dal Lake, Rainawari, Srinagar	2243053	134083
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Dal Lake, Rainawari, Srinagar	815062	52468
Charminar, Hyderabad, Telangana, India	Dal Lake, Rainawari, Srinagar	2377845	142706
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Dal Lake, Rainawari, Srinagar	3431285	199795
Dal Lake, Rainawari, Srinagar	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2382387	142459
Dal Lake, Rainawari, Srinagar	Kaziranga National Park, Kanchanjuri, Assam, India	2976522	177949
Dal Lake, Rainawari, Srinagar	Konark Sun Temple, Konark, Odisha, India	2545912	161402
Marina Beach, Chennai, Tamil Nadu, India	Dal Lake, Rainawari, Srinagar	3004618	177325
Sabarmati Ashram, Ahmedabad, Gujarat, India	Dal Lake, Rainawari, Srinagar	1620405	103158
Solang Valley, Burwa, Himachal Pradesh, India	Dal Lake, Rainawari, Srinagar	649244	58802
Jog Falls, Karnataka, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1767699	109178
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Jog Falls, Karnataka, India	755194	44629
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Jog Falls, Karnataka, India	2025413	124411
Charminar, Hyderabad, Telangana, India	Jog Falls, Karnataka, India	659068	46656
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Jog Falls, Karnataka, India	703404	54215
Jog Falls, Karnataka, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2674251	186123
Jog Falls, Karnataka, India	Kaziranga National Park, Kanchanjuri, Assam, India	3268386	221613
Jog Falls, Karnataka, India	Konark Sun Temple, Konark, Odisha, India	1673796	111940
Marina Beach, Chennai, Tamil Nadu, India	Jog Falls, Karnataka, India	797301	48165
Jog Falls, Karnataka, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	1262951	73505
Jog Falls, Karnataka, India	Solang Valley, Burwa, Himachal Pradesh, India	2584769	165998
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1168465	69646
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	262155	17135
Charminar, Hyderabad, Telangana, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1565347	93152
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	2481563	147381
Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1609681	97268
Kaziranga National Park, Kanchanjuri, Assam, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	2203816	132758
Konark Sun Temple, Konark, Odisha, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	1773206	116211
Marina Beach, Chennai, Tamil Nadu, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	2192120	127771
Sabarmati Ashram, Ahmedabad, Gujarat, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	677804	38192
Solang Valley, Burwa, Himachal Pradesh, India	Hawa Mahal, Hawa Mahal Road, Badi Choupad, Pink City, Jaipur, Rajasthan, India	821510	58723
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	1427506	84263
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Charminar, Hyderabad, Telangana, India	725214	47903
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	1472073	82949
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2493430	154220
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Kaziranga National Park, Kanchanjuri, Assam, India	3087565	189710
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Konark Sun Temple, Konark, Odisha, India	1821018	115408
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Marina Beach, Chennai, Tamil Nadu, India	1360294	76707
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	549433	32696
Marine Drive, Chowpatty, Mumbai, Maharashtra, India	Solang Valley, Burwa, Himachal Pradesh, India	1986861	125850
Charminar, Hyderabad, Telangana, India	Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	1564496	90603
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	2617936	147693
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	1569038	90356
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Kaziranga National Park, Kanchanjuri, Assam, India	2163173	125847
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Konark Sun Temple, Konark, Odisha, India	1732563	109299
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Marina Beach, Chennai, Tamil Nadu, India	2191269	125222
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	935880	52944
Red Fort, Netaji Subhash Marg, Chandni Chowk, New Delhi, Delhi, India	Solang Valley, Burwa, Himachal Pradesh, India	556501	44564
Charminar, Hyderabad, Telangana, India	Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	1032214	59965
Charminar, Hyderabad, Telangana, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2083953	144950
Charminar, Hyderabad, Telangana, India	Kaziranga National Park, Kanchanjuri, Assam, India	2678088	180440
Charminar, Hyderabad, Telangana, India	Konark Sun Temple, Konark, Odisha, India	1083498	70767
Charminar, Hyderabad, Telangana, India	Marina Beach, Chennai, Tamil Nadu, India	630558	39337
Charminar, Hyderabad, Telangana, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	1232589	77364
Charminar, Hyderabad, Telangana, India	Solang Valley, Burwa, Himachal Pradesh, India	2112721	135969
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2777858	184071
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Kaziranga National Park, Kanchanjuri, Assam, India	3371993	219561
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Konark Sun Temple, Konark, Odisha, India	1777403	109888
Marina Beach, Chennai, Tamil Nadu, India	Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	524502	33411
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	1975585	110605
Kodaikanal Lake, Kodaikanal, Tamil Nadu, India	Solang Valley, Burwa, Himachal Pradesh, India	3164749	192342
Kaziranga National Park, Kanchanjuri, Assam, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	691862	51681
Konark Sun Temple, Konark, Odisha, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	1089772	81315
Marina Beach, Chennai, Tamil Nadu, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2266664	153940
Sabarmati Ashram, Ahmedabad, Gujarat, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2201894	132834
Solang Valley, Burwa, Himachal Pradesh, India	Darjeeling Rangeet Valley Passenger Ropeway, Darjeeling, West Bengal, India	2117182	133911
Kaziranga National Park, Kanchanjuri, Assam, India	Konark Sun Temple, Konark, Odisha, India	1601064	117954
Marina Beach, Chennai, Tamil Nadu, India	Kaziranga National Park, Kanchanjuri, Assam, India	2777956	190578
Sabarmati Ashram, Ahmedabad, Gujarat, India	Kaziranga National Park, Kanchanjuri, Assam, India	2713186	169472
Solang Valley, Burwa, Himachal Pradesh, India	Kaziranga National Park, Kanchanjuri, Assam, India	2628474	170549
Marina Beach, Chennai, Tamil Nadu, India	Konark Sun Temple, Konark, Odisha, India	1266626	81358
Sabarmati Ashram, Ahmedabad, Gujarat, India	Konark Sun Temple, Konark, Odisha, India	1786012	117092
Solang Valley, Burwa, Himachal Pradesh, India	Konark Sun Temple, Konark, Odisha, India	2300671	156304
Marina Beach, Chennai, Tamil Nadu, India	Sabarmati Ashram, Ahmedabad, Gujarat, India	1858652	104007
Marina Beach, Chennai, Tamil Nadu, India	Solang Valley, Burwa, Himachal Pradesh, India	2738347	170565
Sabarmati Ashram, Ahmedabad, Gujarat, India	Solang Valley, Burwa, Himachal Pradesh, India	1497657	95667